file path,ground truth,top1 pred,confidence,top2 pred,confidence,top3 pred,confidence,top4 pred,confidence,top5 pred,confidence
datasets\train\Gunshot\mixture_evaltest_gunshot_490_230f021c9f5fd6aabb17a7530e7313ad.wav,60,46,0.770427,22,0.050223,57,0.04336,52,0.017935,36,0.015006
datasets\train\Gunshot\mixture_evaltest_gunshot_491_b585a236d29f381e16d625b455063b3e.wav,60,46,0.708752,31,0.123953,0,0.101723,42,0.01583,57,0.012038
datasets\train\Gunshot\mixture_evaltest_gunshot_493_87b137fe3d06f960348a235c147666db.wav,60,0,0.941373,7,0.011541,10,0.007416,44,0.006847,31,0.006189
datasets\train\Gunshot\mixture_evaltest_gunshot_497_f5ca6ab4416694b7aa1e973364683d7b.wav,60,0,0.90692,31,0.018827,44,0.014879,22,0.011205,14,0.010401
datasets\train\Normal\9gK-lchw9AU_000019_000029.mp4,69,0,0.421388,31,0.173606,65,0.066611,34,0.051181,4,0.037665
datasets\train\Normal\9iKBdRiyrT8_000018_000028.mp4,69,11,0.870698,6,0.103694,36,0.013037,65,0.003189,66,0.002428
datasets\train\Normal\9j29_SoXvnk_000004_000014.mp4,69,17,0.427093,18,0.417072,21,0.055806,6,0.047642,51,0.011926
datasets\train\Normal\9khsuBlB7KM_000052_000062.mp4,69,0,0.590293,22,0.077288,48,0.043401,65,0.032961,7,0.029008
datasets\train\Normal\9obe2uzQuLw_000031_000041.mp4,69,0,0.599901,12,0.197208,30,0.025388,10,0.023946,36,0.020334
datasets\train\Normal\a2PzfV-nLA0_000273_000283.mp4,69,13,0.750222,57,0.162409,18,0.034383,21,0.025151,10,0.008787
datasets\train\Normal\A65W8cR_unk_000110_000120.mp4,69,8,0.613023,34,0.158063,31,0.063854,0,0.039773,40,0.039422
datasets\train\Normal\a6RPzcU3bzA_000007_000017.mp4,69,0,0.289468,48,0.212155,6,0.081724,35,0.079325,12,0.053152
datasets\train\Normal\A7Th1TrWh8U_000086_000096.mp4,69,51,0.191374,27,0.094745,3,0.08473,0,0.083857,7,0.058166
datasets\train\Normal\AA-ZLdnX1mA_000060_000070.mp4,69,0,0.587786,11,0.058178,30,0.037817,3,0.035509,31,0.030785
datasets\train\Normal\adl-01-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-02-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-03-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-04-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-05-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-06-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-07-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-08-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-09-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-10-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-11-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-12-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-13-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-14-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-15-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-16-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-17-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-18-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-19-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-20-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-21-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-22-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-23-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-24-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-25-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-26-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-27-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-28-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-29-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-30-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-31-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-32-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-33-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-34-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-35-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-36-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-37-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-38-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-39-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\adl-40-cam0-rgb.mp4,69,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Normal\admrQMs57JQ_000002_000012.mp4,69,0,0.868452,44,0.023192,31,0.019706,7,0.019276,10,0.012267
datasets\train\Normal\AdwS9UEt1Jg_000125_000135.mp4,69,10,0.302384,3,0.192346,51,0.122461,25,0.057174,8,0.044169
datasets\train\Normal\ADzB-RTmLJU_000004_000014.mp4,69,22,0.853623,21,0.049074,44,0.028971,1,0.014911,26,0.010645
datasets\train\Normal\AG7rHLw-ckU_000301_000311.mp4,69,0,0.714515,10,0.05181,44,0.047889,12,0.030125,3,0.022803
datasets\train\Normal\AGmRgVcOLYA_000061_000071.mp4,69,3,0.403778,48,0.088473,0,0.087747,12,0.059342,40,0.045202
datasets\train\Normal\AIrIuRyN5VA_000097_000107.mp4,69,36,0.766039,24,0.054964,13,0.030612,0,0.017844,21,0.016854
datasets\train\Normal\aKKNRI3PYYs_000130_000140.mp4,69,0,0.693399,6,0.067938,23,0.058232,48,0.04446,18,0.022248
datasets\train\Normal\ALuLyCkzCt8_000060_000070.mp4,69,21,0.419484,23,0.184914,18,0.165736,22,0.051494,39,0.033216
datasets\train\Normal\anDbHNhATAE_000039_000049.mp4,69,6,0.598876,11,0.072384,0,0.067845,7,0.057072,23,0.039416
datasets\train\Normal\anzXsViG6wc_000370_000380.mp4,69,3,0.385882,1,0.326745,39,0.077056,25,0.045752,44,0.042521
datasets\train\Normal\AObYuoaz-7o_000245_000255.mp4,69,11,0.998773,36,0.0008,59,0.00021,66,5.4e-05,0,3.6e-05
datasets\train\Normal\aprcI6-IHmY_000146_000156.mp4,69,7,0.506281,10,0.259543,45,0.093637,0,0.083374,23,0.021211
datasets\train\Normal\auSl2RAONs4_000007_000017.mp4,69,6,0.2158,10,0.153197,0,0.150839,31,0.118096,30,0.053372
datasets\train\Normal\AV4t72IYADk_000048_000058.mp4,69,21,0.317739,28,0.090465,22,0.087648,10,0.068145,7,0.060828
datasets\train\Normal\AvgqtvtOgF4_000443_000453.mp4,69,40,0.69498,0,0.093287,1,0.037778,8,0.037014,3,0.03048
datasets\train\Normal\aWEk9Sfs67c_000194_000204.mp4,69,0,0.507073,11,0.257637,6,0.068887,7,0.034493,36,0.022943
datasets\train\Normal\Awm6MWRRAa4_000222_000232.mp4,69,22,0.290238,13,0.277194,0,0.17367,18,0.105134,10,0.053351
datasets\train\Normal\AY1CsIuu3jg_000229_000239.mp4,69,0,0.45103,57,0.133812,13,0.115093,22,0.095189,3,0.072077
datasets\train\Normal\AYdyPzM8oL8_000004_000014.mp4,69,11,0.445097,31,0.188432,0,0.18069,6,0.054488,34,0.027859
datasets\train\Normal\B-SQ8cYQSMk_000222_000232.mp4,69,22,0.308601,0,0.212161,10,0.096792,21,0.058766,28,0.056604
datasets\train\Normal\B9JqNr0e-Pw_000022_000032.mp4,69,51,0.26798,22,0.196715,0,0.139598,18,0.075516,10,0.074531
datasets\train\Normal\baf8O6sSMLI_000053_000063.mp4,69,10,0.537373,0,0.207391,45,0.036653,7,0.026027,44,0.021892
datasets\train\Normal\BDbTkmhDM2A_000087_000097.mp4,69,40,0.205516,0,0.16241,6,0.1462,8,0.077804,31,0.058014
datasets\train\Normal\BiqJ_FkwCUQ_000006_000016.mp4,69,1,0.377934,44,0.223294,28,0.101221,39,0.082721,10,0.076018
datasets\train\Normal\BjFtM8jhFoU_000008_000018.mp4,69,35,0.197833,51,0.124328,19,0.069201,28,0.061702,6,0.055215
datasets\train\Normal\bKGIbOPMSPQ_000002_000012.mp4,69,22,0.715249,18,0.164929,44,0.0944,47,0.007541,21,0.003494
datasets\train\Normal\BL0sZO7hrIc_000427_000437.mp4,69,51,0.3746,59,0.174427,52,0.090154,45,0.04077,39,0.040136
datasets\train\Normal\bNRAN0wh0tc_000046_000056.mp4,69,11,0.45939,0,0.220548,59,0.119739,36,0.064116,30,0.052682
datasets\train\Normal\BOc3MlonHb8_000075_000085.mp4,69,0,0.186624,48,0.162496,28,0.102839,3,0.100671,37,0.06624
datasets\train\Normal\bPfJAqym2vc_000019_000029.mp4,69,3,0.587537,51,0.135089,10,0.040728,39,0.035254,1,0.032603
datasets\train\Normal\bPIP4BmjDAw_000070_000080.mp4,69,48,0.453686,3,0.121966,25,0.086069,28,0.074028,37,0.05151
datasets\train\Normal\Bq0R48bHZnY_000412_000422.mp4,69,7,0.518629,22,0.071794,44,0.064323,21,0.037873,27,0.036367
datasets\train\Normal\bSG07EG2vu8_000007_000017.mp4,69,35,0.547737,51,0.064774,48,0.027142,3,0.023869,19,0.021901
datasets\train\Normal\BSOYvQ1A7_s_000027_000037.mp4,69,12,0.206771,48,0.154581,0,0.148937,51,0.091571,10,0.053714
datasets\train\Normal\bt3ELWHiEds_000526_000536.mp4,69,11,0.77827,0,0.07052,6,0.049558,7,0.020854,36,0.0202
datasets\train\Normal\btIe4SwFUhg_000080_000090.mp4,69,0,0.667724,25,0.07427,7,0.032229,51,0.026997,3,0.023761
datasets\train\Normal\BvdknPz77Hs_000000_000010.mp4,69,8,0.326331,0,0.10707,34,0.057367,1,0.045733,27,0.042722
datasets\train\Normal\BWqOCs4yVo4_000000_000010.mp4,69,19,0.665669,35,0.225697,48,0.018911,51,0.01601,45,0.013504
datasets\train\Normal\BzcfW7JTsGM_000045_000055.mp4,69,22,0.231632,64,0.180368,65,0.104913,0,0.104034,6,0.077277
datasets\train\Normal\BZOSTgHGUCE_000229_000239.mp4,69,48,0.384793,10,0.172363,0,0.088606,3,0.064216,28,0.038716
datasets\train\Normal\c1o7820XyTI_000310_000320.mp4,69,7,0.52152,0,0.247691,14,0.049299,23,0.03311,22,0.031297
datasets\train\Normal\C3ayjYkczC4_000060_000070.mp4,69,0,0.851893,6,0.044217,31,0.031268,10,0.018146,8,0.013508
datasets\train\Normal\C45UEQ5Oxno_000075_000085.mp4,69,10,0.280077,0,0.192659,22,0.184979,6,0.061395,44,0.047452
datasets\train\Normal\c729EVAFb_s_000415_000425.mp4,69,10,0.280904,0,0.190676,44,0.073619,7,0.069453,1,0.05343
datasets\train\Normal\caz61OyDs1k_000045_000055.mp4,69,6,0.936216,12,0.009683,11,0.007815,28,0.006709,0,0.006029
datasets\train\Normal\cbXmtG99SU0_000000_000010.mp4,69,6,0.778424,33,0.164398,11,0.015934,48,0.010366,0,0.008471
datasets\train\Normal\cc4YIsJz5sg_000002_000012.mp4,69,0,0.154484,28,0.111343,7,0.108395,51,0.082203,3,0.05409
datasets\train\Normal\cCJdUn_Dv2M_000181_000191.mp4,69,0,0.724491,22,0.056018,23,0.026976,7,0.025088,31,0.021625
datasets\train\Normal\CdtDTYW5YOs_000117_000127.mp4,69,10,0.822263,8,0.044448,1,0.024884,28,0.020398,3,0.020353
datasets\train\Normal\CeYIbLlRVVg_000357_000367.mp4,69,10,0.491565,3,0.241281,0,0.070082,57,0.044007,13,0.043419
datasets\train\Normal\CfP4T-QKX4U_000332_000342.mp4,69,0,0.378284,10,0.200087,40,0.138652,8,0.075074,7,0.055643
datasets\train\Normal\cgB_HnWGY9Y_000001_000011.mp4,69,0,0.593354,35,0.117931,32,0.048269,29,0.034753,31,0.029123
datasets\train\Normal\CGQfpj5Q2XA_000026_000036.mp4,69,6,0.214768,10,0.114752,3,0.097114,51,0.07555,28,0.055544
datasets\train\Normal\cGuxUVfBZ20_000050_000060.mp4,69,0,0.41818,48,0.099996,31,0.077307,10,0.072417,23,0.065494
datasets\train\Normal\ChRYSf_9SoM_000035_000045.mp4,69,51,0.144858,28,0.123721,48,0.071367,21,0.069798,10,0.061939
datasets\train\Normal\CLGYN3I3nIY_000039_000049.mp4,69,36,0.638371,11,0.175693,59,0.063774,0,0.031585,51,0.021883
datasets\train\Normal\CLj6957VkZg_000041_000051.mp4,69,0,0.519423,18,0.300774,22,0.062291,23,0.040461,36,0.011697
datasets\train\Normal\CM3tD22RxB8_000004_000014.mp4,69,10,0.260296,22,0.222958,6,0.177323,23,0.113595,7,0.040759
datasets\train\Normal\CqPXNz7YDYM_000007_000017.mp4,69,0,0.447523,35,0.067664,11,0.058625,36,0.042651,31,0.040482
datasets\train\Normal\cRg6xZpmBrI_000404_000414.mp4,69,0,0.600004,31,0.090563,66,0.045239,30,0.040984,34,0.035153
datasets\train\Normal\csQSjmHhsXA_000018_000028.mp4,69,57,0.552398,13,0.242252,10,0.135719,44,0.014444,3,0.012513
datasets\train\Normal\CtDdx-V3J7M_000074_000084.mp4,69,7,0.62306,27,0.05965,5,0.031411,6,0.03126,1,0.028871
datasets\train\Normal\cThgCWwzvU8_000015_000025.mp4,69,0,0.180227,22,0.103403,29,0.100044,35,0.086846,18,0.060796
datasets\train\Normal\CTZETRzQWOU_000031_000041.mp4,69,8,0.195169,0,0.107,3,0.092131,44,0.071755,10,0.067859
datasets\train\Normal\CyqaeqsCKMU_000050_000060.mp4,69,0,0.233997,22,0.121147,51,0.072571,35,0.064279,59,0.0552
datasets\train\Normal\D6M-1uemZTU_000152_000162.mp4,69,10,0.245916,45,0.177841,0,0.175559,7,0.093648,48,0.063464
datasets\train\Normal\d7Ggedw-sOM_001169_001179.mp4,69,40,0.176305,3,0.164293,0,0.162982,45,0.119333,8,0.068654
datasets\train\Normal\D7lm7hLSM0I_000034_000044.mp4,69,8,0.765202,34,0.075906,31,0.045484,0,0.031992,10,0.011873
datasets\train\Normal\dfULz-lLaDc_000002_000012.mp4,69,10,0.594884,7,0.109333,22,0.077774,35,0.049494,0,0.041115
datasets\train\Normal\DFX28NEFY38_000157_000167.mp4,69,11,0.285062,0,0.235365,31,0.086501,36,0.069868,34,0.063581
datasets\train\Normal\DkZml-dK0pU_000043_000053.mp4,69,6,0.65295,18,0.075318,35,0.069638,23,0.067694,10,0.024703
datasets\train\Normal\DLhpyADKYKM_000184_000194.mp4,69,28,0.25194,1,0.235333,21,0.188656,39,0.082162,7,0.068314
datasets\train\Normal\dlK1QS-Aofs_000066_000076.mp4,69,21,0.084762,51,0.078549,10,0.070513,28,0.065795,39,0.059872
datasets\train\Normal\dMBlXTR3qQU_000187_000197.mp4,69,7,0.770829,22,0.113492,23,0.024008,14,0.01365,49,0.011949
datasets\train\Normal\dndkqyk45Ks_000015_000025.mp4,69,0,0.582349,6,0.176075,10,0.129222,22,0.042435,23,0.027021
datasets\train\Normal\DNWCjFUE75s_000289_000299.mp4,69,48,0.150186,7,0.112265,0,0.109157,10,0.091411,3,0.074694
datasets\train\Normal\dsnkk1tytpE_000066_000076.mp4,69,40,0.419628,6,0.145603,10,0.122219,12,0.081839,0,0.047709
datasets\train\Normal\dxBH1r8To3Y_000010_000020.mp4,69,11,0.845269,6,0.048648,36,0.045681,0,0.043272,7,0.003886
datasets\train\Normal\dXOxzXI-psA_000017_000027.mp4,69,6,0.59917,3,0.110589,5,0.048333,31,0.048234,4,0.03851
datasets\train\Normal\e-xCuXyO1w0_000122_000132.mp4,69,7,0.738256,22,0.159631,23,0.02372,44,0.018912,0,0.013481
datasets\train\Normal\E4sSE4n7AIY_000617_000627.mp4,69,6,0.360858,39,0.23813,5,0.121127,1,0.06196,44,0.02716
datasets\train\Normal\e6knPRich_k_000053_000063.mp4,69,11,0.527791,6,0.089866,31,0.063797,12,0.063468,0,0.062011
datasets\train\Normal\e7MT8cHYxls_000016_000026.mp4,69,0,0.933466,22,0.012915,31,0.010504,6,0.006234,8,0.005239
datasets\train\Normal\eDegjR0YmXE_000102_000112.mp4,69,3,0.38702,1,0.166455,0,0.13587,25,0.127955,44,0.043772
datasets\train\Normal\eJfnOEeJpM0_000044_000054.mp4,69,0,0.364503,10,0.206194,22,0.044931,28,0.042561,11,0.03174
datasets\train\Normal\ENKtS5yCT2o_000053_000063.mp4,69,25,0.286997,0,0.134986,12,0.121677,3,0.060654,51,0.042223
datasets\train\Normal\EQViTe9m1Hw_000112_000122.mp4,69,3,0.507492,1,0.326682,39,0.053891,28,0.033375,44,0.026495
datasets\train\Normal\ew7MSTTFMeg_000272_000282.mp4,69,11,0.262928,8,0.226436,6,0.133599,3,0.054157,9,0.04252
datasets\train\Normal\F1KA2nf-C9M_000133_000143.mp4,69,51,0.286717,3,0.189463,8,0.095383,28,0.063414,1,0.042978
datasets\train\Normal\f3DMBH9EJNI_000007_000017.mp4,69,0,0.301519,7,0.236362,33,0.109718,35,0.083703,45,0.030656
datasets\train\Normal\F621wrqXp34_000036_000046.mp4,69,8,0.263146,3,0.144779,1,0.11748,0,0.114743,25,0.068318
datasets\train\Normal\FJ8M6LK6evw_000022_000032.mp4,69,3,0.179901,30,0.123388,48,0.092487,51,0.087705,25,0.080282
datasets\train\Normal\FJljds1AA2o_000016_000026.mp4,69,0,0.364235,31,0.226834,8,0.132896,11,0.09949,34,0.064816
datasets\train\Normal\gem1VWkzae8_000875_000885.mp4,69,1,0.487914,25,0.131331,3,0.127291,10,0.08124,44,0.03557
datasets\train\Normal\Gf5htdt_Djg_000107_000117.mp4,69,0,0.428973,40,0.338037,10,0.068557,11,0.047748,12,0.031394
datasets\train\Normal\gmE90XbBgOk_000000_000010.mp4,69,7,0.272494,11,0.185904,59,0.165366,36,0.1278,0,0.043739
datasets\train\Normal\GnXROFauJVY_000026_000036.mp4,69,48,0.770784,0,0.040264,29,0.039231,12,0.026383,43,0.020944
datasets\train\Normal\H89ENzVtnlg_000095_000105.mp4,69,18,0.43069,23,0.104128,22,0.085509,13,0.082333,0,0.066348
datasets\train\Normal\HJqSjhNOMjY_000143_000153.mp4,69,10,0.273359,48,0.213227,0,0.186496,31,0.04215,34,0.03538
datasets\train\Normal\hM8CfzDDyIg_000158_000168.mp4,69,18,0.344369,57,0.317918,13,0.194916,21,0.036654,22,0.035745
datasets\train\Normal\hQ4OpC2RuLY_000120_000130.mp4,69,20,0.313295,3,0.115608,51,0.105171,48,0.060926,0,0.054089
datasets\train\Normal\hxyttQsXwOc_000079_000089.mp4,69,6,0.432826,31,0.188516,0,0.062983,30,0.04002,34,0.039552
datasets\train\Normal\i70NodYlh7E_000336_000346.mp4,69,51,0.263587,12,0.23941,10,0.112296,36,0.068332,3,0.064535
datasets\train\Normal\IGHpI5LRzuk_000054_000064.mp4,69,17,0.97647,21,0.013708,18,0.004438,51,0.001105,39,0.001043
datasets\train\Normal\IKG6W6LmSlw_000000_000010.mp4,69,36,0.312748,11,0.094401,0,0.080415,17,0.079738,9,0.066056
datasets\train\Normal\JpgvBLEoGPY_000008_000018.mp4,69,43,0.431801,32,0.106729,48,0.096419,51,0.071988,37,0.051616
datasets\train\Normal\Jvx3wT69CVI_000460_000470.mp4,69,0,0.574504,10,0.25037,22,0.043851,36,0.018323,44,0.015364
datasets\train\Normal\k088TLn7oIU_000090_000100.mp4,69,10,0.463883,0,0.068774,44,0.063498,28,0.056129,21,0.036837
datasets\train\Normal\KCk7JLKqICc_000068_000078.mp4,69,1,0.305261,44,0.158896,45,0.127362,22,0.084822,0,0.074801
datasets\train\Normal\kCyv6z2yar4_000002_000012.mp4,69,25,0.230368,35,0.130369,19,0.118768,6,0.085623,44,0.070672
datasets\train\Normal\kW5BmCKH248_000447_000457.mp4,69,0,0.328823,3,0.26446,51,0.090961,48,0.057653,10,0.035667
datasets\train\Normal\KY3dD8VcGnM_000022_000032.mp4,69,12,0.187991,28,0.144076,3,0.107717,10,0.090063,43,0.089572
datasets\train\Normal\L0gZURkoVtM_000056_000066.mp4,69,51,0.249887,36,0.159983,11,0.125197,59,0.098356,45,0.044354
datasets\train\Normal\lCZLHNyUiMo_000003_000013.mp4,69,0,0.459451,65,0.067829,67,0.058678,62,0.049914,54,0.04777
datasets\train\Normal\Ll6b1B9YDgM_000032_000042.mp4,69,12,0.5569,36,0.110585,11,0.098726,1,0.071337,10,0.055258
datasets\train\Normal\N5n6j6vBGu0_000008_000018.mp4,69,8,0.282709,0,0.197054,34,0.092311,22,0.080702,31,0.065289
datasets\train\Normal\oeguonb5OA0_000004_000014.mp4,69,0,0.851039,6,0.032064,31,0.026151,23,0.016855,40,0.015961
datasets\train\Normal\oLPzKb6j80U_000009_000019.mp4,69,0,0.175712,37,0.164837,48,0.126937,3,0.073237,28,0.063521
datasets\train\Normal\OmBlRJEoY9s_000088_000098.mp4,69,36,0.520053,11,0.148255,12,0.074804,0,0.048679,6,0.028325
datasets\train\Normal\oUc6ZrEBL80_000519_000529.mp4,69,21,0.310204,37,0.145959,24,0.108282,0,0.050695,44,0.046148
datasets\train\Normal\P6AChrs1Txo_000187_000197.mp4,69,0,0.526968,40,0.116039,6,0.08408,8,0.049755,31,0.038383
datasets\train\Normal\P8amgAResD4_000279_000289.mp4,69,0,0.287438,7,0.166816,31,0.141809,37,0.057631,35,0.048287
datasets\train\Normal\pz28ycbJiQc_000002_000012.mp4,69,0,0.618923,8,0.083202,37,0.06584,3,0.032477,48,0.030877
datasets\train\Normal\PzhivDBg9F0_000016_000026.mp4,69,3,0.196994,8,0.115221,25,0.105891,51,0.089611,1,0.08681
datasets\train\Normal\QAKwGG98wvc_000020_000030.mp4,69,10,0.213093,3,0.169548,51,0.126591,30,0.064588,34,0.061747
datasets\train\Normal\rLQ5fmVSL94_000026_000036.mp4,69,0,0.154484,28,0.111343,7,0.108395,51,0.082203,3,0.05409
datasets\train\Normal\X46EhfXTqxg_000727_000737.mp4,69,1,0.151349,0,0.129211,3,0.114196,44,0.111146,28,0.110231
datasets\train\Normal\_0xvqLRQvOA_000074_000084.mp4,69,7,0.584471,0,0.194004,22,0.065822,23,0.043401,10,0.017438
datasets\train\Normal\_3vZKUxeQtg_000298_000308.mp4,69,11,0.91267,36,0.080067,6,0.003732,66,0.001074,59,0.000552
datasets\train\Normal\_4EOMgSAs2o_000094_000104.mp4,69,8,0.279254,31,0.208284,34,0.129817,0,0.116698,37,0.054795
datasets\train\Normal\_5ItAUGPgqI_000742_000752.mp4,69,13,0.516373,57,0.452931,10,0.013614,0,0.007011,22,0.004341
datasets\train\Normal\_82X-ic2kME_000001_000011.mp4,69,17,0.431767,0,0.160418,32,0.038177,34,0.035711,31,0.032583
datasets\train\Normal\_8w7SkEkehQ_000037_000047.mp4,69,10,0.344742,18,0.169899,13,0.166558,57,0.117245,0,0.087553
datasets\train\Normal\_99gyAUUgy4_000051_000061.mp4,69,0,0.324672,3,0.189229,51,0.086201,7,0.059407,10,0.036554
datasets\train\Normal\_A0_T6M6ULQ_000004_000014.mp4,69,0,0.346649,22,0.199839,8,0.107811,44,0.100026,31,0.050537
datasets\train\Normal\_cMswRMB3WU_000124_000134.mp4,69,10,0.283147,48,0.155145,28,0.07292,6,0.066021,3,0.048807
datasets\train\Normal\_cOAB4Neu5Q_000237_000247.mp4,69,8,0.282289,0,0.220679,40,0.155789,31,0.069728,1,0.061758
datasets\train\Normal\_fDxRDV_D28_000077_000087.mp4,69,10,0.717332,0,0.093396,35,0.039185,12,0.031381,7,0.027376
datasets\train\Normal\_hnn0Q5Ee0g_000037_000047.mp4,69,27,0.189626,17,0.143879,21,0.142006,39,0.133908,6,0.097
datasets\train\Normal\_jSACF07scs_000041_000051.mp4,69,0,0.734746,7,0.104184,23,0.055888,10,0.031468,31,0.021613
datasets\train\Normal\_JuSKnGWkp0_000230_000240.mp4,69,3,0.353982,10,0.238508,0,0.102185,48,0.086165,8,0.066321
datasets\train\Normal\_Kcgee5kKS0_000057_000067.mp4,69,0,0.400127,22,0.289208,10,0.12257,23,0.047739,7,0.033785
datasets\train\Normal\_L2i7A8dMTg_000020_000030.mp4,69,0,0.824578,6,0.109481,10,0.017241,23,0.015006,40,0.007422
datasets\train\Normal\_ONRAEcQsqw_000101_000111.mp4,69,0,0.504223,48,0.060762,45,0.056399,3,0.035656,44,0.034124
datasets\train\Normal\_P7OzblP4KU_000002_000012.mp4,69,18,0.80039,0,0.094447,22,0.048419,6,0.02454,23,0.012133
datasets\train\Normal\_Q5f75CvNfw_000103_000113.mp4,69,3,0.167386,39,0.125574,28,0.115455,51,0.089517,1,0.0481
datasets\train\Normal\_SlPWSA-1bU_000144_000154.mp4,69,43,0.38451,48,0.263261,0,0.140784,37,0.042662,40,0.030966
datasets\train\Normal\_SsAvyBagZw_000011_000021.mp4,69,0,0.371572,20,0.254522,44,0.243051,3,0.0357,15,0.016152
datasets\train\Normal\_TqghEKOFAQ_000045_000055.mp4,69,3,0.626538,51,0.169422,10,0.033036,0,0.025742,8,0.019613
datasets\train\Normal\_WijOegXa_Q_000391_000401.mp4,69,36,0.793229,11,0.09746,12,0.03047,0,0.021922,10,0.014307
datasets\train\Smoke or Fire or Open flame\posVideo1.868.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\posVideo10.869.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\posVideo11.870.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\posVideo2.871.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\posVideo3.872.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\posVideo4.873.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\posVideo5.874.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
